ident,type,name,latitude_deg,longitude_deg,municipality 
CN11,heliport,Uc Davis Medical Center Life Flight Base Heliport,38.55110168457031,-121.4509964,Sacramento
CN12,small_airport,Williams Gliderport,39.16350173950195,-122.1320038,Williams
CN13,small_airport,Borges - Clarksburg Airport,38.443199,-121.509003,Clarksburg
CN14,heliport,Queen of the Valley Hospital Heliport,38.32386,-122.297165,Napa
CN15,small_airport,Vineyard Oaks Farm Airport,36.36920166015625,-119.7860031,Lemore
CN16,heliport,Mercy Hospital of Folsom Heliport,38.670861,-121.142839,Folsom
CN17,heliport,Rady Childrens Hospital Helipad,32.798675,-117.151868,San Diego
CN18,heliport,San Bernardino Community Hospital Heliport,34.130694,-117.321667,San Bernardino
CN19,small_airport,Las Serpientes Airport,37.933101654052734,-121.612999,Knightsen
CN20,seaplane_base,Ferndale Resort Seaplane Base,39.00299835205078,-122.7969971,Kelseyville
CN23,small_airport,Harvard Airport,34.961700439453125,-116.6750031,Yermo
CN25,heliport,The Westin Bonaventure Hotel Heliport,34.052762,-118.255854,Los Angeles
CN26,heliport,Rodgers Flat Heliport,39.96206,-121.277534,Oroville
CN27,heliport,Hughes/Canoga Park Heliport,34.221479,-118.627091,Canoga Park
CN28,heliport,Big Creek Helistop,37.20089,-119.25289,Big Creek
CN29,small_airport,J-B Airport,37.93519973754883,-121.0149994,Farmington
CN30,heliport,Oceanside Fire Department Heliport,33.211584,-117.3541661,Oceanside
CN33,heliport,Airport Imperial Bldg Helistop,33.93030167,-118.3970032,El Segundo
CN37,small_airport,Kelso Valley Airport,35.38130188,-118.2310028,Mojave
CN38,small_airport,Flying B Ranch Airport,38.34130096435547,-121.4369965,Franklin
CN39,heliport,Operating Engineers Pension Trust Building Heliport,34.06217,-118.288073,Los Angeles
CN40,small_airport,Roosevelt Ranch Heliport,38.812506,-121.81185,Woodland
CN42,small_airport,Double Creek Ranch Airport,40.445702,-121.882004,Manton
CN43,heliport,Boeing Anaheim B/250 Heliport,33.85969924926758,-117.8499985,Anaheim
CN44,small_airport,Flying Bull Airport,37.620231,-121.165331,Modesto
CN45,heliport,Bear Valley Hospital Heliport,34.246700286865234,-116.8880005,Big Bear Lake
CN46,heliport,The McConnell Foundation Heliport,40.598201751708984,-122.3320007,Redding
CN47,heliport,Pacoima Dam Heliport,34.334004,-118.397252,Sylmar
CN48,heliport,St Joseph's Medical Center Heliport,37.970197,-121.28786,Stockton
CN49,heliport,Sutter Roseville Medical Center Heliport,38.766623,-121.248044,Roseville
CN50,heliport,Rady Children's Hospital Cul-de-sac Heliport,32.795978,-117.150761,San Diego
CN51,heliport,Community Regional Medical Center Heliport,36.743698,-119.785004,Fresno
CN52,heliport,Oroville Hospital Heliport,39.50743,-121.541572,Oroville
CN53,heliport,Kings County Houston Ave. Heliport,36.299861,-119.594861,Hanford
CN55,heliport,Mercy Hospital Southwest Heliport,35.350161,-119.112266,Bakersfield
CN57,heliport,PG&E HTA-Madera Heliport,36.856591,-119.918726,Madera
CN62,heliport,CS Ranch Heliport,39.241597,-121.909516,Colusa
CN70,heliport,CalEnergy Salton Sea Heliport,33.152269,-115.635525,Calipatria
CN86,small_airport,River Highlands Ranch Airport,39.182051,-121.281526,Grass Valley
CN88,heliport,Kaiser Permanente Vacaville Heliport,38.3887,-121.9405,Vacaville
CN90,heliport,API Gateway Heliport,32.675883,-115.372028,Calexico
CN93,heliport,Sierra Vista Regional Medical Center Heliport,35.293729,-120.665988,San Luis Obispo
CN95,small_airport,Heritage Field Airport,37.9933056,-121.4922903,Stockton
CN98,small_airport,Walters Camp Airport,33.245556,-114.710278,Palo Verde
CN99,small_airport,Del Mar Farms Airport,37.5464444,-121.1585778,Patterson
CSL,heliport,O'Sullivan Army Heliport,35.3263,-120.7431,Camp San Luis Obispo
D63,small_airport,Dinsmore Airport,40.492018,-123.59813,Dinsmore
E20,seaplane_base,Lake Berryessa Seaplane Base,38.550979,-122.227682,Napa
E36,small_airport,Georgetown Airport,38.92110062,-120.8649979,Georgetown
E55,small_airport,Ocean Ridge Airport,38.80130005,-123.5299988,Gualala
E79,small_airport,Sierra Sky Park Airport,36.840177,-119.86943,Fresno
F25,small_airport,Brownsville Airpark,39.4552,-121.292,Brownsville
H47,small_airport,Hyampom Airport,40.627601623535156,-123.4710007,Hyampom
H77,seaplane_base,Bridge Bay Resort Seaplane Base,40.757598876953125,-122.322998,Redding
HGT,heliport,Tusi (Hunter Liggett) Army Heliport,35.9935,-121.237,Jolon
JMC,heliport,Commodore Center Heliport,37.87852,-122.51297,Mill Valley
K0O2,small_airport,Baker Airport,35.287128,-116.081657,Baker
K0Q5,small_airport,Shelter Cove Airport,40.028167,-124.074305,Shelter Cove
K1O2,small_airport,Lampson Field,38.99060059,-122.901001,Lakeport
K1O3,small_airport,Lodi Airport,38.20240021,-121.2679977,Lodi
K1O5,small_airport,Montague-Yreka Rohrer Field,41.73040009,-122.5459976,Montague
K1Q2,small_airport,Spalding Airport,40.650169,-120.768524,Susanville
K1Q4,small_airport,New Jerusalem Airport,37.6791,-121.300003,Tracy
K2O1,small_airport,Gansner Field,39.943902,-120.945,Quincy
K2O3,small_airport,Angwin Airport-Parrett Field,38.578499,-122.434998,Angwin
K2O6,small_airport,Chowchilla Airport,37.11240005493164,-120.2470016,Chowchilla
K2O7,small_airport,Independence Airport,36.815383,-118.204463,Independence
K36S,small_airport,Happy Camp Airport,41.79069900512695,-123.3889999,Happy Camp
K3O1,small_airport,Gustine Airport,37.262699127197266,-120.9629974,Gustine
K49X,small_airport,Chemehuevi Valley Airport,34.528805,-114.431999,Havasu Lake
K9L2,small_airport,Edwards Af Aux North Base Airport,34.99079895019531,-117.862999,Edwards
KA24,small_airport,California Pines Airport,41.41239929,-120.6839981,Alturas
KA30,small_airport,Scott Valley Airport,41.558201,-122.855003,Etna
KA32,small_airport,Butte Valley Airport,41.8871994,-121.9759979,Dorris
KAAT,small_airport,Alturas Municipal Airport,41.482736,-120.565671,Alturas
KACV,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,Arcata/Eureka
KAHC,small_airport,Amedee Army Air Field,40.26620102,-120.1529999,Herlong
KAJO,small_airport,Corona Municipal Airport,33.897701,-117.601997,Corona
KAPC,small_airport,Napa County Airport,38.2132,-122.280998,Napa
KAPV,small_airport,Apple Valley Airport,34.575298309299995,-117.185997,Apple Valley
KAUN,small_airport,Auburn Municipal Airport,38.95479965,-121.0820007,Auburn
KAVX,small_airport,Catalina Airport,33.4049,-118.416,Avalon
KBAB,medium_airport,Beale Air Force Base,39.136101,-121.436996,Beale Air Force Base
KBFL,medium_airport,Meadows Field,35.433601,-119.056999,Bakersfield
KBIH,medium_airport,Eastern Sierra Regional Airport,37.3731,-118.363998,Bishop
KBLH,medium_airport,Blythe Airport,33.61920166,-114.7170029,Blythe
KBLU,small_airport,Blue Canyon Nyack Airport,39.27500153,-120.7099991,Emigrant Gap
KBNG,small_airport,Banning Municipal Airport,33.922548,-116.850672,Banning
KBUR,medium_airport,Hollywood Burbank Airport,34.197703,-118.356378,Burbank
KBWC,small_airport,Brawley Municipal Airport,32.99290085,-115.5169983,Brawley
KBYS,medium_airport,Bicycle Lake Army Air Field,35.2804985,-116.6299973,Fort Irwin/Barstow
KC80,small_airport,New Coalinga Municipal Airport,36.16310119628906,-120.2939987,Coalinga
KC83,small_airport,Byron Airport,37.82647,-121.621699,Byron
KCCB,small_airport,Upland-Cable Airport,34.111599,-117.688004,Upland
KCCR,medium_airport,Buchanan Field,37.9897,-122.056999,Concord
KCEC,medium_airport,Jack Mc Namara Field Airport,41.778929,-124.236403,Crescent City
KCIC,small_airport,Chico Regional Airport,39.795595,-121.857716,Chico
KCLR,small_airport,Cliff Hatfield Memorial Airport,33.131500244099996,-115.5210037,Calipatria
KCMA,medium_airport,Camarillo International Airport,34.213699,-119.094002,Camarillo
KCNO,small_airport,Chino Airport,33.97470093,-117.637001,Chino
KCPM,small_airport,Compton Woodley Airport,33.88999939,-118.2440033,Compton
KCPU,small_airport,Calaveras Co Maury Rasmussen Field,38.14609909057617,-120.6480026,San Andreas
KCRQ,medium_airport,McClellan-Palomar Airport,33.1283,-117.279999,Carlsbad
KCVH,small_airport,Hollister Municipal Airport,36.8932991,-121.4100037,Hollister
KCXL,small_airport,Calexico International Airport,32.66949844,-115.5130005,Calexico
KD83,small_airport,Boonville Airport,39.01269913,-123.3830032,Boonville
KD86,small_airport,Sequoia Field,36.44860077,-119.3190002,Visalia
KDAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,Daggett
KDLO,small_airport,Delano Municipal Airport,35.745601654052734,-119.2369995,Delano
KDVO,small_airport,Marin County Airport - Gnoss Field,38.14360046,-122.5559998,Novato
KDWA,small_airport,Yolo County Davis Woodland Winters Airport,38.57910156,-121.8570023,Davis/Woodland/Winters
KE16,small_airport,San Martin Airport,37.08160019,-121.5970001,San Martin
KE45,small_airport,Pine Mountain Lake Airport,37.861528,-120.178176,Groveland
KEDU,small_airport,University Airport,38.531502,-121.786489,Davis
KEDW,medium_airport,Edwards Air Force Base,34.905399,-117.884003,Edwards
KEED,medium_airport,Needles Airport,34.7663002,-114.6230011,Needles
KEKA,medium_airport,Murray Field,40.803398,-124.112999,Eureka
KEMT,small_airport,San Gabriel Valley Airport,34.086102,-118.035004,El Monte
KF34,small_airport,Firebaugh Airport,36.86000061,-120.4639969,Firebaugh
KF62,small_airport,Hayfork Airport,40.54710007,-123.1819992,Hayfork
KF70,small_airport,French Valley Airport,33.5742,-117.127998,Murrieta
KF72,small_airport,Franklin Field,38.30490112,-121.4300003,Franklin
KFAT,medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,Fresno
KFCH,small_airport,Fresno Chandler Executive Airport,36.732399,-119.82,Fresno
KFOT,small_airport,Rohnerville Airport,40.55390167,-124.1330032,Fortuna
KFUL,small_airport,Fullerton Municipal Airport,33.87200165,-117.9800034,Fullerton
KGOO,small_airport,Nevada County Airport,39.223998,-121.002997,Grass Valley
KH37,small_airport,Herlong Airport,40.13880157,-120.1790009,Herlong
KHAF,small_airport,Half Moon Bay Airport,37.513401031499995,-122.5009995,Half Moon Bay
KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,Hawthorne
KHJO,small_airport,Hanford Municipal Airport,36.31669998,-119.6279984,Hanford
KHMT,small_airport,Hemet Ryan Airport,33.73400116,-117.0230026,Hemet
KHWD,small_airport,Hayward Executive Airport,37.65919876,-122.1220016,Hayward
KIPL,medium_airport,Imperial County Airport,32.83539,-115.574026,Imperial
KIYK,small_airport,Inyokern Airport,35.65879822,-117.8300018,Inyokern
KIZA,small_airport,Santa Ynez Airport,34.60680008,-120.0759964,Santa Ynez
KKIC,small_airport,Mesa Del Rey Airport,36.22800064,-121.1220016,King City
KL00,small_airport,Rosamond Skypark Airport,34.8708,-118.209,Rosamond
KL04,small_airport,Holtville Airport,32.840302,-115.266998,Holtville
KL05,small_airport,Kern Valley Airport,35.728194,-118.41975,Kernville
KL06,small_airport,Furnace Creek Airport,36.463799,-116.880997,Death Valley
KL08,small_airport,Borrego Valley Airport,33.25899887,-116.3209991,Borrego Springs
KL09,small_airport,Stovepipe Wells Airport,36.604099,-117.158997,Death Valley
KL17,small_airport,Taft Kern County Airport,35.14147,-119.438624,Taft
KL19,small_airport,Wasco Kern County Airport,35.61970138549805,-119.3539963,Wasco
KL22,small_airport,Yucca Valley Airport,34.129659,-116.407411,Yucca Valley
KL26,small_airport,Hesperia Airport,34.377201,-117.316002,Hesperia
KL35,small_airport,Big Bear City Airport,34.263802,-116.856003,Big Bear
KL45,medium_airport,Bakersfield International Airport,35.324799,-118.996002,Bakersfield
KL62,small_airport,Elk Hills Buttonwillow Airport,35.352699279785156,-119.4789963,Buttonwillow
KL64,small_airport,Desert Center Airport,33.747609,-115.325117,Desert Center
KL65,small_airport,Perris Valley Airport,33.760899,-117.218002,Perris
KL70,small_airport,Agua Dulce Airpark,34.503616,-118.312926,Agua Dulce
KL71,small_airport,California City Municipal Airport,35.15119934082031,-118.0169983,California City
KL72,small_airport,Trona Airport,35.8125,-117.3270035,Trona
KL73,small_airport,Poso Kern County Airport,35.59659957885742,-119.1279984,Famoso
KL77,small_airport,Chiriaco Summit Airport,33.664729,-115.710819,Chiriaco Summit
KL88,small_airport,New Cuyama Airport,34.9375,-119.6880035,New Cuyama
KL94,small_airport,Mountain Valley Airport,35.101101,-118.422997,Tehachapi
KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,Los Angeles
KLDR,heliport,USCG San Diego Heliport,32.726538,-117.181206,San Diego
KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.816523,-118.149891,Long Beach
KLHM,small_airport,Lincoln Regional Karl Harder Field,38.909199,-121.350998,Lincoln
KLLR,small_airport,Little River Airport,39.262001037597656,-123.7539978,Little River
KLPC,small_airport,Lompoc Airport,34.66559982,-120.4680023,Lompoc
KLSN,small_airport,Los Banos Municipal Airport,37.06290054,-120.8690033,Los Banos
KLVK,small_airport,Livermore Municipal Airport,37.69340134,-121.8199997,Livermore
KM45,small_airport,Alpine County Airport,38.73469925,-119.7669983,Markleeville
KM90,small_airport,William Robert Johnston Municipal Airport,36.75859833,-120.3710022,Mendota
KMAE,small_airport,Madera Municipal Airport,36.98860168,-120.1119995,Madera
KMCC,medium_airport,McClellan Airfield,38.667599,-121.401001,Sacramento
KMCE,medium_airport,Merced Regional Macready Field,37.284698,-120.514,Merced
KMER,medium_airport,Castle Airport,37.38050079,-120.5680008,Merced
KMHR,medium_airport,Sacramento Mather Airport,38.554744,-121.297989,Sacramento
KMHV,small_airport,Mojave Airport,35.05939865,-118.1520004,Mojave
KMIT,small_airport,Shafter Airport - Minter Field,35.507401,-119.192002,Shafter
KMMH,small_airport,Mammoth Yosemite Airport,37.625381,-118.84306,Mammoth Lakes
KMOD,medium_airport,Modesto City Co-Harry Sham Field,37.625801,-120.954002,Modesto
KMPI,small_airport,Mariposa Yosemite Airport,37.51089859,-120.0400009,Mariposa
KMRY,medium_airport,Monterey Peninsula Airport,36.58700180053711,-121.8430023,Monterey
KMYF,small_airport,Montgomery-Gibbs Executive Airport,32.8157,-117.139999,San Diego
KMYV,medium_airport,Yuba County Airport,39.09780121,-121.5699997,Marysville
KNFG,medium_airport,Camp Pendleton MCAS (Munn Field) Airport,33.30130005,-117.3550034,Oceanside
KNID,medium_airport,China Lake Naws (Armitage Field) Airport,35.6853981,-117.6920013,China Lake
KNJK,medium_airport,El Centro NAF Airport (Vraciu Field),32.829201,-115.671996,El Centro
KNKX,medium_airport,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,San Diego
KNLC,medium_airport,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,Lemoore
KNRS,small_airport,Naval Outlying Field Imperial Beach (Ream Field),32.5667,-117.116997,Imperial Beach
KNSI,small_airport,San Nicolas Island Nolf Airport,33.23979949951172,-119.4580002,San Nicolas Island
KNTD,medium_airport,Point Mugu Naval Air Station (Naval Base Ventura Co),34.12030029,-119.1210022,Point Mugu
KNUC,small_airport,San Clemente Island Naval Auxiliary Landing Field,33.02270126,-118.5879974,San Clemente Island
KNUQ,medium_airport,Moffett Federal Airfield,37.4161,-122.049004,Mountain View
KNXP,medium_airport,Twentynine Palms Strategic Expeditionary Landing Field,34.2962,-116.162003,Twentynine Palms
KNZY,medium_airport,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,San Diego
KO02,small_airport,Nervino Airport,39.818501,-120.352997,Beckwourth
KO05,small_airport,Rogers Field,40.28239822387695,-121.2409973,Chester
KO08,small_airport,Colusa County Airport,39.17900085,-121.9929962,Colusa
KO09,small_airport,Round Valley Airport,39.790199,-123.265999,Covelo
KO15,small_airport,Turlock Municipal Airport,37.48740005493164,-120.6969986,Turlock
KO16,small_airport,Garberville Airport,40.08599853515625,-123.814003,Garberville
KO20,small_airport,Kingdon Airpark,38.091599,-121.359001,Lodi
KO22,small_airport,Columbia Airport,38.030399322499996,-120.4150009,Columbia
KO24,small_airport,Lee Vining Airport,37.95830154,-119.1070023,Lee Vining
KO26,small_airport,Lone Pine/Death Valley Airport,36.588299,-118.052002,Lone Pine
KO27,small_airport,Oakdale Airport,37.75630188,-120.8000031,Oakdale
KO28,small_airport,Ells Field Willits Municipal Airport,39.451322,-123.372356,Willits
KO32,small_airport,Reedley Municipal Airport,36.66630172729492,-119.4499969,Reedley
KO37,small_airport,Haigh Field,39.72119903564453,-122.1470032,Orland
KO41,small_airport,Watts Woodland Airport,38.673901,-121.872002,Woodland
KO42,small_airport,Woodlake Airport,36.398799896240234,-119.1070023,Woodlake
KO46,small_airport,Weed Airport,41.480786,-122.454791,Weed
KO52,small_airport,Sutter County Airport,39.12369918823242,-121.6050034,Yuba City
KO54,small_airport,Lonnie Pool Field Weaverville Airport,40.74570083618164,-122.9219971,Weaverville
KO57,small_airport,Bryant Field,38.26386,-119.222775,Bridgeport
KO59,small_airport,Cedarville Airport,41.55270004272461,-120.1660004,Cedarville
KO60,small_airport,Cloverdale Municipal Airport,38.77600098,-122.9929962,Cloverdale
KO61,small_airport,Cameron Park Airport,38.683998,-120.987999,Cameron Park
KO69,small_airport,Petaluma Municipal Airport,38.25780106,-122.6060028,Petaluma
KO70,small_airport,Westover Field Amador County Airport,38.376801,-120.793999,Jackson
KO79,small_airport,Sierraville Dearwater Airport,39.581001,-120.353996,Sierraville
KO81,small_airport,Tulelake Municipal Airport,41.88740158081055,-121.3590012,Tulelake
KO86,small_airport,Trinity Center Airport,40.98320007324219,-122.6940002,Trinity Center
KO88,small_airport,Rio Vista Municipal Airport,38.19340133666992,-121.7040024,Rio Vista
KO89,small_airport,Fall River Mills Airport,41.01879883,-121.4329987,Fall River Mills
KOAK,large_airport,San Francisco Bay Oakland International Airport,37.720085,-122.221184,Oakland
KOAR,small_airport,Marina Municipal Airport,36.68190002,-121.762001,Marina
KOKB,small_airport,Oceanside Municipal Airport,33.217947,-117.351683,Oceanside
KONT,large_airport,Ontario International Airport,34.056,-117.600998,Ontario
KOVE,small_airport,Oroville Municipal Airport,39.4878006,-121.6220016,Oroville
KOXR,medium_airport,Oxnard Airport,34.20080185,-119.2070007,Oxnard
KPAO,medium_airport,Palo Alto Airport,37.461102,-122.114998,Palo Alto
KPMD,medium_airport,Palmdale Regional Airport / USAF Plant 42 Airport,34.629398,-118.084999,Palmdale
KPOC,small_airport,Brackett Field,34.09159851,-117.7819977,La Verne
KPRB,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,Paso Robles
KPSP,medium_airport,Palm Springs International Airport,33.8297,-116.507004,Palm Springs
KPTV,small_airport,Porterville Municipal Airport,36.02959824,-119.0630035,Porterville
KPVF,small_airport,Placerville Airport,38.7242012,-120.7529984,Placerville
KRAL,medium_airport,Riverside Municipal Airport,33.9519,-117.445,Riverside
KRBL,medium_airport,Red Bluff Municipal Airport,40.15069962,-122.2519989,Red Bluff
KRDD,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,Redding
KREI,small_airport,Redlands Municipal Airport,34.08530044555664,-117.1460037,Redlands
KRHV,small_airport,Reid-Hillview Airport of Santa Clara County,37.332901,-121.8190002,San Jose
KRIR,small_airport,Flabob Airport,33.9897,-117.411003,Riverside
KRIU,small_airport,Rancho Murieta Airport,38.48680114746094,-121.1029968,Rancho Murieta
KRIV,medium_airport,March Air Reserve Base,33.880699,-117.259003,Riverside
KRNM,small_airport,Ramona Airport,33.0392,-116.915001,Ramona
KSAC,medium_airport,Sacramento Executive Airport,38.51250076,-121.4929962,Sacramento
KSAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,San Diego
KSAS,small_airport,Salton Sea Airport,33.24140167,-115.9520035,Salton City
KSBA,medium_airport,Santa Barbara Municipal Airport,34.426201,-119.839996,Santa Barbara
KSBD,medium_airport,San Bernardino International Airport,34.095402,-117.235001,San Bernardino
KSBP,medium_airport,San Luis County Regional Airport,35.236801147499996,-120.6419983,San Luis Obispo
KSCK,medium_airport,Stockton Metropolitan Airport,37.893279,-121.238079,Stockton
KSDM,medium_airport,Brown Field Municipal Airport,32.572639,-116.980019,San Diego
KSEE,small_airport,Gillespie Field,32.82619858,-116.9720001,San Diego/El Cajon
KSFO,large_airport,San Francisco International Airport,37.619806,-122.374821,San Francisco
KSIY,small_airport,Siskiyou County Airport,41.781399,-122.468002,Montague
KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,San Jose
KSLI,medium_airport,Los Alamitos Army Air Field,33.79000092,-118.052002,Los Alamitos
KSMF,large_airport,Sacramento International Airport,38.6954,-121.591003,Sacramento
KSMO,medium_airport,Santa Monica Municipal Airport,34.0158,-118.450996,Santa Monica
KSMX,medium_airport,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,Santa Maria
KSNA,large_airport,John Wayne Orange County International Airport,33.675701,-117.867996,Santa Ana
KSNS,medium_airport,Salinas Municipal Airport,36.66279984,-121.6060028,Salinas
KSQL,medium_airport,San Carlos Airport,37.51313,-122.250838,San Carlos
KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,Santa Rosa
KSUU,medium_airport,Travis Air Force Base,38.262699,-121.927002,Fairfield
KSVE,small_airport,Susanville Municipal Airport,40.375702,-120.572998,Susanville
KSZN,small_airport,Santa Cruz Island Airport,34.06007,-119.915229,Santa Cruz Island
KSZP,small_airport,Santa Paula Airport,34.34719849,-119.060997,Santa Paula
KT42,small_airport,Ruth Airport,40.2113,-123.297997,Mad River
KTCY,small_airport,Tracy Municipal Airport,37.68899917602539,-121.4420013,Tracy
KTLR,small_airport,Mefford Field,36.15629959,-119.3259964,Tulare
KTNP,small_airport,Twentynine Palms Airport,34.133901,-115.947347,Twentynine Palms
KTOA,small_airport,Zamperini Field,33.80339813,-118.3399963,Torrance
KTRK,medium_airport,Truckee Tahoe Airport,39.318628,-120.140562,Truckee
KTRM,medium_airport,Jacqueline Cochran Regional Airport,33.62670135,-116.1600037,Palm Springs
KTSP,small_airport,Tehachapi Municipal Airport,35.13499832,-118.439003,Tehachapi
KTVL,medium_airport,Lake Tahoe Airport,38.89390182495117,-119.9950027,South Lake Tahoe
KUDD,small_airport,Bermuda Dunes Airport,33.748492,-116.275027,Bermuda Dunes
KUKI,medium_airport,Ukiah Municipal Airport,39.125999,-123.200996,Ukiah
KVBG,medium_airport,Vandenberg Space Force Base,34.737301,-120.584,Lompoc
KVCB,small_airport,Nut Tree Airport,38.376801,-121.961998,Vacaville
KVCV,small_airport,Southern California Logistics Airport,34.597499847399995,-117.3830032,Victorville
KVIS,medium_airport,Visalia Municipal Airport,36.318699,-119.392998,Visalia
KVNY,medium_airport,Van Nuys Airport,34.20980072,-118.4899979,Van Nuys
KWHP,small_airport,Whiteman Airport,34.2593,-118.413002,Pacoima
KWJF,medium_airport,General William J Fox Airfield,34.7411,-118.219002,Lancaster
KWLW,small_airport,Willows Glenn County Airport,39.51639938,-122.2180023,Willows
KWVI,small_airport,Watsonville Municipal Airport,36.93569946,-121.7900009,Watsonville
KZ26,heliport,Camp Roberts Army Heliport,35.791389,-120.742778,San Miguel
KZ27,heliport,Pyramid Head Helipad,32.8366,-118.381601,San Clemente Island
L11,seaplane_base,Pebbly Beach Seaplane Base,33.338402,-118.311996,Avalon
L18,small_airport,Fallbrook Community Airpark,33.35419845581055,-117.2509995,Fallbrook
L36,small_airport,Rio Linda Airport,38.674999,-121.445,Rio Linda
L52,small_airport,Oceano County Airport,35.10139846801758,-120.6220016,Oceano
L53,small_airport,Lodi Airpark,38.08409881591797,-121.3160019,Lodi
L54,small_airport,Agua Caliente Airport,32.95009994506836,-116.2929993,Agua Caliente Springs
L61,small_airport,Shoshone Airport,35.968601,-116.268997,Shoshone
L78,small_airport,Jacumba Airport,32.616001,-116.165001,Jacumba
L90,small_airport,Ocotillo Airport,33.14594,-116.129755,Ocotillo Wells
LA22,heliport,PG&E Livermore Training Center Heliport,37.699064,-121.709742,Livermore
O06,seaplane_base,Lake Oroville Landing Area Seaplane Base,39.56660079956055,-121.4680023,Oroville
O19,small_airport,Kneeland Airport,40.718639,-123.927298,Kneeland
O21,small_airport,Hoopa Airport,41.04290008544922,-123.6679993,Hoopa
O31,small_airport,Healdsburg Municipal Airport,38.6534996,-122.8990021,Healdsburg
O33,small_airport,Samoa Field Airport,40.780998,-124.211998,Eureka
O39,small_airport,Ravendale Airport,40.803593,-120.366193,Ravendale
O55,small_airport,Southard Field,41.139599,-121.124001,Bieber
O63,small_airport,Exeter Airport,36.243,-119.150002,Exeter
O85,small_airport,Benton Field,40.57490158,-122.4079971,Redding
P27,small_airport,Pixley Airport,35.960499,-119.307999,Pixley
PAI,heliport,Barton Heliport,34.257917,-118.41109,Pacoima
S51,small_airport,Andy Mc Beth Airport,41.51210021972656,-123.9960022,Klamath Glen
S74,seaplane_base,Lost Isle Seaplane Base,38.00410079956055,-121.4570007,Stockton
SYL,heliport,Roberts Army Heliport,35.814999,-120.744003,Camp Roberts/San Miguel
TWH,seaplane_base,Two Harbors Amphibious Terminal,33.432222222200004,-118.5086111,Two Harbors
US-0037,closed,Tenco Tractor Airport,38.769299,-121.518997,Sacramento
US-0058,small_airport,Avery Ranch Airstrip,41.629413537699996,-122.4114168,
US-0059,small_airport,Chicken Strip,36.807043,-117.781742,Death Valley
US-0062,heliport,Henry Mayo Newhall Memorial Hospital Rooftop Heliport,34.398616,-118.553566,Valencia
US-0067,closed,Mosier Airport,38.436001,-121.315002,Elk Grove
US-0069,closed,Anaheim Police Heliport,33.826401,-117.901001,Anaheim
US-0071,heliport,SCE San Onofre Heliport,33.371399,-117.560997,Oceanside
US-0163,small_airport,Panamint Springs Airport,36.338325,-117.467065,Darwin
US-0188,heliport,Coast Guard Air Station San Francisco,37.632056,-122.389694,San Francisco
US-0189,heliport,Orange County Global Medical Center Helipad,33.75493056,-117.8327361,Santa Ana
US-0223,heliport,Sutter Health Memorial Medical Center Heliport,37.669127,-120.972088,Modesto
US-0225,heliport,Treasure Island Helipad,37.819896,-122.364774,San Francisco
US-0227,small_airport,Ranger Station Airstrip,34.0373,-120.3493,San Miguel Island
US-0228,small_airport,Point Bennett Research Station Airstrip,34.04328,-120.41184,San Miguel Island
US-0229,small_airport,Bechers Bay Airstrip,33.99624,-120.0456,Santa Rosa Island
US-0248,small_airport,Santa Margarita Ranch Airport,35.3996501,-120.616037,Santa Margarita
US-0249,small_airport,Hearst San Simeon Airstrip,35.663764,-121.198944,San Simeon
US-0260,closed,San Clemente Naval Auxiliary Air Station,32.94721,-118.53085,
US-0264,heliport,Adventist Medical Center Hanford Heliport,36.3233,-119.6672,Hanford
US-0288,heliport,Antelope Valley Hospital Medical Center Heliport,34.6878,-118.16,Lancaster
US-0289,heliport,New Barstow Community Hospital Heliport,34.892546,-117.017782,Barstow
US-0290,heliport,Clovis Community Medical Center Heliport,36.8386,-119.6591,Clovis
US-0291,heliport,Doctors Medical Center Heliport,37.6654,-120.9975,Modesto
US-0292,heliport,Good Samaritan Hospital Heliport,37.253217,-121.947479,San Jose
US-0293,heliport,Harbor/UCLA Medical Center Heliport,33.8292,-118.2926,Torrance
US-0294,heliport,John C. Fremont Hospital Heliport,37.499753,-119.977789,Mariposa
US-0295,heliport,John Muir Mt. Diablo Medical Center Heliport,37.9241,-121.7337,Brentwood
US-0296,heliport,Kaiser Permanente Manteca Heliport,37.7979,-121.2471,Manteca
US-0297,heliport,Kaiser Permanente Medical Center Santa Clara Heliport,37.334947,-121.999816,Santa Clara
US-0298,heliport,Kaiser Permanente Modesto Heliport,37.708008,-121.052821,Modesto
